,ranking,isIp,valid,urlLen,is@,isredirect,haveDash,domainLen,label,notlabel
26635,10000000,0,0,47,0,0,1,16,1,0
26636,10000000,0,0,78,0,0,0,24,1,0
26637,10000000,0,0,67,0,0,0,20,1,0
26638,10000000,0,1,22,0,0,0,11,0,1
26639,10000000,0,1,92,0,0,0,12,1,0
26640,836190,0,0,42,0,0,0,17,1,0
26641,2514,0,0,56,0,0,0,21,0,1
26642,4918,0,1,64,0,0,0,16,0,1
26643,497652,0,0,28,0,0,0,18,0,1
26644,10000000,0,1,37,0,0,1,17,0,1
26645,10000000,0,1,17,0,0,0,12,1,0
26646,8742,0,1,109,0,0,0,21,1,0
26647,36367,0,0,16,0,0,0,13,0,1
26648,10000000,0,1,99,0,0,0,13,1,0
26649,265787,0,0,44,0,0,0,19,0,1
26650,10000000,0,0,25,0,0,0,24,1,0
26651,68063,0,1,46,0,0,0,17,0,1
26652,10000000,0,0,63,0,0,0,28,1,0
26653,10000000,0,0,28,0,0,1,13,1,0
26654,12882,0,0,42,0,0,0,16,0,1
26655,10000000,0,0,19,0,0,0,13,1,0
26656,10000000,0,0,24,0,0,0,9,1,0
26657,305745,0,0,33,0,0,0,16,0,1
26658,10000000,0,0,103,0,0,0,30,1,0
26659,2547,0,1,35,0,0,0,17,0,1
26660,10000000,0,1,30,0,0,0,17,0,1
26661,183,0,1,95,0,0,0,16,1,0
26662,10000000,0,1,99,0,0,0,14,1,0
26663,10000000,0,1,34,0,0,0,20,0,1
26664,44061,0,1,33,0,0,0,13,1,0
26665,14969,0,1,27,0,0,0,14,0,1
26666,1267,0,1,28,0,0,0,18,0,1
26667,10000000,0,0,80,0,0,0,22,1,0
26668,10000000,0,1,27,0,0,0,16,0,1
26669,67443,0,0,55,0,0,0,22,0,1
26670,10000000,0,1,30,0,0,0,14,0,1
26671,14969,0,1,26,0,0,0,14,0,1
26672,55,0,0,53,0,0,0,14,0,1
26673,168,0,1,35,0,0,0,15,0,1
26674,10000000,0,1,30,0,0,0,18,0,1
26675,116620,0,1,54,0,0,0,22,0,1
26676,10000000,0,1,71,0,0,0,9,1,0
26677,10000000,0,0,29,0,0,0,16,0,1
26678,10000000,0,0,33,0,0,0,11,1,0
26679,14969,0,1,27,0,0,0,14,0,1
26680,183,0,1,64,0,0,0,16,1,0
26681,10000000,0,1,79,0,0,1,14,1,0
26682,10000000,0,1,98,0,0,0,21,1,0
26683,10000000,0,1,30,0,0,0,21,0,1
26684,10000000,0,1,73,0,0,0,25,1,0
26685,255165,0,1,29,0,0,0,20,0,1
26686,14969,0,1,26,0,0,0,14,0,1
26687,10000000,0,1,41,0,0,0,21,0,1
26688,10000000,0,1,24,0,0,0,13,0,1
26689,14969,0,1,27,0,0,0,14,0,1
26690,10000000,0,0,58,0,1,0,24,1,0
26691,10000000,0,0,52,0,0,0,11,1,0
26692,10000000,0,0,105,0,0,0,11,1,0
26693,10000000,0,0,195,0,0,0,18,1,0
26694,10000000,0,0,60,0,0,0,15,1,0
26695,10000000,0,0,258,0,0,1,83,1,0
26696,10000000,0,0,43,0,0,0,22,1,0
26697,56482,0,1,32,0,0,0,21,0,1
26698,56971,0,1,50,0,0,0,17,0,1
26699,10000000,0,1,216,0,0,0,12,1,0
26700,10000000,0,0,49,0,0,0,9,1,0
26701,10000000,0,1,227,0,0,0,16,1,0
26702,1197,0,1,27,0,0,0,16,0,1
26703,10000000,0,0,187,0,0,1,176,1,0
26704,10000000,0,0,75,0,0,0,8,1,0
26705,242504,0,1,58,0,0,0,17,0,1
26706,10000000,0,0,106,0,0,0,33,1,0
26707,10000000,0,1,117,0,0,0,15,1,0
26708,14969,0,1,27,0,0,0,14,0,1
26709,10000000,0,0,173,0,0,1,130,1,0
26710,10000000,0,0,17,0,0,1,12,1,0
26711,261482,0,1,24,0,0,0,18,0,1
26712,10000000,0,1,34,0,0,0,15,0,1
26713,14969,0,1,27,0,0,0,14,0,1
26714,10000000,0,0,141,0,0,0,25,1,0
26715,1,0,1,28,0,0,0,15,0,1
26716,189191,0,1,39,0,0,0,20,0,1
26717,602,0,1,30,0,0,0,30,1,0
26718,345602,0,1,20,0,0,0,19,1,0
26719,10000000,0,0,43,0,0,0,24,1,0
26720,1267,0,1,39,0,0,0,18,0,1
26721,10000000,0,0,82,0,0,1,39,1,0
26722,10000000,0,1,44,0,0,0,14,0,1
26723,10000000,0,0,136,0,0,1,33,1,0
26724,10000000,0,1,67,0,0,0,20,1,0
26725,10000000,0,0,83,0,0,0,28,1,0
26726,251,0,0,34,0,0,0,23,0,1
26727,3309,0,0,37,0,0,0,13,0,1
26728,10000000,0,0,52,0,0,1,36,1,0
26729,44061,0,1,33,0,0,0,13,1,0
26730,10000000,0,0,93,0,0,0,15,1,0
26731,395141,0,1,32,0,0,0,16,0,1
26732,10000000,0,0,79,0,0,1,17,1,0
26733,10000000,0,0,31,0,0,0,23,1,0
26734,26035,0,1,19,0,0,0,12,0,1
26735,2655,0,1,60,0,0,0,16,0,1
26736,14969,0,1,27,0,0,0,14,0,1
26737,32424,0,1,23,0,0,0,16,0,1
26738,10000000,0,0,64,0,0,0,23,1,0
26739,10000000,0,0,44,0,0,0,20,1,0
26740,10000000,0,0,110,0,0,1,28,1,0
26741,588508,0,1,28,0,0,0,15,0,1
26742,10000000,0,0,127,0,0,1,126,1,0
26743,168,0,1,34,0,0,0,15,0,1
26744,4,0,1,40,0,0,0,16,0,1
26745,10000000,0,0,21,0,0,0,14,0,1
26746,10000000,0,0,32,0,0,1,22,1,0
26747,14969,0,1,25,0,0,0,14,0,1
26748,245,0,0,33,0,0,0,20,1,0
26749,10000000,0,0,65,0,0,0,22,1,0
26750,78985,0,0,50,0,0,1,25,0,1
26751,10000000,0,0,32,0,0,0,17,1,0
26752,12717,0,1,35,0,0,0,12,0,1
26753,806756,0,1,31,0,0,0,15,0,1
26754,10000000,0,0,64,0,0,0,22,1,0
26755,10000000,0,0,25,0,0,0,16,0,1
26756,474330,0,1,92,0,0,0,22,1,0
26757,10000000,0,1,24,0,0,0,12,1,0
26758,14969,0,1,27,0,0,0,14,0,1
26759,10000000,0,0,191,0,0,1,96,1,0
26760,10000000,0,0,121,0,0,1,82,1,0
26761,14969,0,1,27,0,0,0,14,0,1
26762,95042,0,0,36,0,0,0,21,0,1
26763,634313,0,1,36,0,0,0,26,0,1
26764,183,0,1,53,0,0,0,28,1,0
26765,10000000,0,0,27,0,0,0,26,1,0
26766,185676,0,0,61,0,0,0,17,1,0
26767,10000000,0,1,149,0,0,1,137,1,0
26768,22164,0,0,75,0,0,0,18,0,1
26769,10000000,0,0,35,0,0,0,21,1,0
26770,66566,0,1,61,0,0,0,21,0,1
26771,10000000,0,0,49,0,0,0,20,1,0
26772,10000000,0,0,48,0,0,1,47,1,0
26773,870497,0,1,48,0,0,0,26,0,1
26774,10000000,0,0,38,0,0,0,20,1,0
26775,10000000,0,0,187,0,0,0,16,1,0
26776,953029,0,1,31,0,0,0,15,0,1
26777,12617,0,1,50,0,0,0,15,0,1
26778,24554,0,0,46,0,0,1,27,0,1
26779,10000000,0,1,38,0,0,0,13,0,1
26780,10000000,0,1,29,0,0,1,17,0,1
26781,236871,0,1,72,0,0,0,14,1,0
26782,53,0,1,27,0,0,0,13,0,1
26783,134,0,1,40,0,0,0,25,0,1
26784,10000000,0,1,44,0,0,0,14,1,0
26785,4570,0,1,369,0,0,1,44,1,0
26786,160,0,0,33,0,0,0,15,0,1
26787,10000000,0,1,49,0,0,0,22,1,0
26788,23191,0,0,59,0,0,0,20,0,1
26789,4387,0,1,76,0,0,0,21,0,1
26790,10000000,0,1,120,0,0,1,71,1,0
26791,10000000,0,1,57,0,0,0,14,1,0
26792,2038,0,1,44,0,0,0,15,0,1
26793,10000000,0,1,25,0,0,0,17,0,1
26794,183,0,1,26,0,0,0,16,1,0
26795,3832,0,0,13,0,0,0,6,1,0
26796,10000000,0,0,38,0,0,0,21,1,0
26797,16000,0,0,46,0,0,0,21,0,1
26798,14969,0,1,26,0,0,0,14,0,1
26799,10000000,0,0,29,0,0,0,13,1,0
26800,10000000,0,0,69,0,0,0,16,1,0
26801,10000000,0,1,19,0,0,0,18,1,0
26802,118,0,0,223,0,0,0,13,1,0
26803,10000000,0,1,81,0,0,0,15,0,1
26804,11,0,1,29,0,0,0,20,0,1
26805,10000000,0,0,23,0,0,0,8,0,1
26806,10000000,0,0,62,0,0,0,27,1,0
26807,10000000,0,1,22,0,0,0,21,1,0
26808,165866,0,1,32,0,0,0,12,0,1
26809,10000000,0,1,77,0,0,0,19,1,0
26810,10000000,0,0,26,0,0,0,13,0,1
26811,10000000,0,1,161,0,0,0,17,1,0
26812,58355,0,1,29,0,0,0,9,0,1
26813,14969,0,1,27,0,0,0,14,0,1
26814,10000000,0,0,114,0,0,0,14,1,0
26815,10000000,0,1,227,0,0,1,18,1,0
26816,10000000,0,0,87,0,0,0,33,1,0
26817,4570,0,1,361,0,0,1,44,1,0
26818,10000000,0,1,40,0,0,0,17,1,0
26819,10000000,0,0,82,0,0,0,13,1,0
26820,373,0,1,77,0,0,0,26,1,0
26821,10000000,0,1,15,0,0,0,11,1,0
26822,27895,0,1,17,0,0,0,17,1,0
26823,10000000,0,0,95,0,0,1,39,1,0
26824,183,0,1,31,0,0,0,16,1,0
26825,208,0,1,23,0,0,0,17,0,1
26826,10000000,0,1,46,0,0,0,27,1,0
26827,10000000,0,1,20,0,0,0,13,1,0
26828,10000000,0,1,51,0,0,1,17,1,0
26829,10000000,0,0,20,0,0,0,16,1,0
26830,14969,0,1,26,0,0,0,14,0,1
26831,10000000,0,1,36,0,0,0,23,0,1
26832,10000000,0,0,70,0,0,1,16,1,0
26833,10000000,0,0,85,0,0,0,12,1,0
26834,10000000,0,0,70,0,0,0,23,1,0
26835,126822,0,0,27,0,0,0,14,0,1
26836,561,0,1,16,0,0,0,9,1,0
26837,24339,0,1,39,0,0,0,15,0,1
26838,10000000,0,0,104,0,0,0,21,1,0
26839,224897,0,0,37,0,0,0,25,0,1
26840,10000000,0,0,34,0,0,0,15,0,1
26841,846747,0,1,43,0,0,0,16,0,1
26842,10000000,0,1,23,0,0,0,13,0,1
26843,10000000,0,0,33,0,0,0,22,0,1
26844,10000000,0,0,86,0,0,1,71,1,0
26845,4570,0,1,343,0,0,1,44,1,0
26846,10000000,0,1,33,0,0,0,21,1,0
26847,1,0,1,77,0,0,0,15,1,0
26848,10000000,0,0,76,0,0,0,27,1,0
26849,25776,0,1,59,0,0,1,26,0,1
26850,10000000,0,1,36,0,0,0,19,0,1
26851,10000000,0,1,87,0,0,0,21,1,0
26852,74715,0,1,88,0,0,1,23,1,0
26853,10000000,0,1,109,0,0,0,13,1,0
26854,10000000,0,0,43,0,0,0,16,1,0
26855,565510,0,1,24,0,0,0,12,0,1
26856,10000000,0,0,33,0,0,0,23,1,0
26857,4570,0,1,343,0,0,1,44,1,0
26858,89082,0,0,22,0,0,0,21,1,0
26859,10000000,0,0,43,0,0,0,28,1,0
26860,10000000,0,0,61,0,0,0,14,1,0
26861,353285,0,0,43,0,0,0,20,1,0
26862,10000000,0,0,23,0,0,1,22,1,0
26863,10000000,0,0,155,0,0,0,11,1,0
26864,10000000,0,1,103,0,0,0,14,1,0
26865,10000000,0,0,25,0,0,0,14,1,0
26866,32618,0,0,69,0,0,0,20,0,1
26867,4,0,1,42,0,0,0,21,0,1
26868,829,0,1,41,0,0,0,21,0,1
26869,10000000,0,0,19,0,0,0,14,0,1
26870,14969,0,1,27,0,0,0,14,0,1
26871,11,0,1,35,0,0,0,34,1,0
26872,224442,0,0,48,0,0,0,21,0,1
26873,236871,0,1,72,0,0,0,14,1,0
26874,10000000,0,0,95,0,0,0,23,1,0
26875,471786,0,1,27,0,0,0,15,0,1
26876,10000000,0,1,22,0,0,0,12,0,1
26877,7793,0,1,38,0,0,0,18,0,1
26878,10000000,0,0,31,0,0,0,12,1,0
26879,10000000,0,0,168,0,0,1,160,1,0
26880,348749,0,0,36,0,0,0,11,0,1
26881,1,0,1,87,0,0,0,23,1,0
26882,44061,0,1,33,0,0,0,13,1,0
26883,10000000,0,1,19,0,0,0,14,0,1
26884,10000000,0,0,23,0,0,0,9,1,0
26885,10000000,0,1,25,0,0,0,10,0,1
26886,10000000,0,0,20,0,0,0,13,1,0
26887,1859,0,1,43,0,0,0,12,0,1
26888,10000000,0,0,47,0,0,1,17,1,0
26889,10000000,0,1,48,0,0,0,25,1,0
26890,2547,0,1,39,0,0,0,17,0,1
26891,10000000,0,1,88,0,0,0,25,1,0
26892,10000000,0,0,77,0,0,1,36,1,0
26893,10000000,0,0,25,0,0,0,19,1,0
26894,10000000,0,0,53,0,0,0,17,1,0
26895,10000000,0,0,48,0,0,1,34,1,0
26896,6396,0,0,39,0,0,0,11,0,1
26897,3533,0,1,33,0,0,0,22,0,1
26898,14969,0,1,27,0,0,0,14,0,1
26899,6,0,1,32,0,0,0,16,0,1
26900,236871,0,1,72,0,0,0,14,1,0
26901,10000000,0,1,64,0,0,0,28,1,0
26902,168,0,1,30,0,0,0,15,0,1
26903,10000000,0,1,94,0,0,0,25,1,0
26904,10000000,0,1,253,0,0,0,162,1,0
26905,10000000,0,1,196,0,0,0,23,1,0
26906,10000000,0,0,34,0,0,0,13,0,1
26907,10000000,0,1,121,0,0,0,16,1,0
26908,10000000,0,0,29,0,0,0,11,1,0
26909,10000000,0,1,81,0,0,0,42,1,0
26910,10000000,0,0,241,0,0,0,21,1,0
26911,10000000,0,0,21,0,0,1,20,1,0
26912,10000000,0,1,156,0,0,0,17,1,0
26913,10000000,0,0,15,0,0,0,14,1,0
26914,10000000,0,0,69,0,0,1,68,1,0
26915,10000000,0,0,74,0,0,1,17,1,0
26916,14969,0,1,27,0,0,0,14,0,1
26917,10000000,0,0,34,0,0,0,13,1,0
26918,10000000,0,0,22,0,0,0,21,1,0
26919,5956,0,0,34,0,0,0,16,0,1
26920,10000000,0,0,158,0,0,0,25,1,0
26921,10000000,0,0,34,0,0,0,8,1,0
26922,10000000,0,0,142,0,0,0,33,1,0
26923,10000000,0,1,57,0,0,0,13,1,0
26924,10000000,0,1,71,0,0,0,14,1,0
26925,212290,0,0,31,0,0,0,20,0,1
26926,10000000,0,0,27,0,0,0,17,0,1
26927,10000000,0,1,63,0,0,0,20,1,0
26928,1,0,1,34,0,0,0,17,0,1
26929,10000000,0,1,40,0,0,0,13,0,1
26930,10000000,0,1,41,0,0,0,13,0,1
26931,10000000,0,0,40,0,0,0,25,1,0
26932,10000000,0,1,65,0,0,0,13,1,0
26933,10000000,0,0,29,0,0,1,28,1,0
26934,33835,0,0,142,0,0,0,37,1,0
26935,10000000,0,1,30,0,0,0,16,0,1
26936,20233,0,1,36,0,0,0,19,0,1
26937,3832,0,0,13,0,0,0,6,1,0
26938,14969,0,1,27,0,0,0,14,0,1
26939,10000000,0,1,41,0,0,0,19,0,1
26940,10000000,0,0,36,0,0,0,20,1,0
26941,10000000,0,0,104,0,0,0,24,1,0
26942,10000000,0,1,55,0,0,1,15,0,1
26943,236871,0,1,72,0,0,0,14,1,0
26944,2547,0,1,40,0,0,0,17,0,1
26945,10000000,0,1,40,0,0,0,14,0,1
26946,10000000,0,0,21,0,0,0,20,1,0
26947,10000000,0,1,53,0,0,0,9,1,0
26948,10000000,0,0,96,0,0,0,13,1,0
26949,14969,0,1,25,0,0,0,14,0,1
26950,10000000,0,0,86,0,0,1,40,1,0
26951,10000000,0,1,94,0,0,0,15,1,0
26952,10000000,0,1,29,0,0,0,20,0,1
26953,10000000,0,1,111,0,0,0,12,1,0
26954,10000000,0,0,126,0,0,0,8,1,0
26955,31024,0,0,43,0,0,0,17,0,1
26956,89507,0,1,27,0,0,0,18,0,1
26957,363088,0,0,14,0,0,0,13,1,0
26958,38289,0,0,41,0,0,0,19,0,1
26959,10000000,0,0,52,0,0,0,14,0,1
26960,550399,0,1,50,0,0,0,26,0,1
26961,29,0,1,40,0,0,0,17,0,1
26962,10000000,0,0,35,0,0,0,17,0,1
26963,2547,0,1,41,0,0,0,17,0,1
26964,10000000,0,1,138,0,0,0,19,1,0
26965,14969,0,1,27,0,0,0,14,0,1
26966,4570,0,1,369,0,0,1,44,1,0
26967,27451,0,0,36,0,0,0,12,0,1
26968,4570,0,1,343,0,0,1,44,1,0
26969,10000000,0,1,94,0,0,0,16,1,0
26970,10000000,0,1,203,0,0,1,176,1,0
26971,10000000,0,0,75,0,0,0,41,1,0
26972,10000000,0,1,35,0,0,0,15,0,1
26973,10000000,0,0,66,0,0,0,17,1,0
26974,10000000,0,0,13,0,0,0,6,1,0
26975,10000000,0,0,115,0,0,0,17,1,0
26976,4570,0,1,369,0,0,1,44,1,0
26977,41003,0,0,21,0,0,0,14,0,1
26978,10000000,0,0,116,0,0,0,7,1,0
26979,10000000,0,0,93,0,0,0,17,1,0
26980,4387,0,1,119,0,0,0,21,0,1
26981,10000000,0,0,24,0,0,0,23,1,0
26982,10000000,0,0,75,0,0,0,74,1,0
26983,8657,0,0,32,0,0,0,15,0,1
26984,10000000,0,1,37,0,0,0,15,0,1
26985,17141,0,0,51,0,0,0,20,0,1
26986,10000000,0,0,36,0,0,0,26,1,0
26987,10000000,0,1,30,0,0,0,21,0,1
26988,567,0,0,26,0,0,0,25,1,0
26989,10000000,0,0,158,0,0,0,17,1,0
26990,10000000,0,0,127,0,0,0,83,1,0
26991,10000000,0,0,38,0,0,0,20,1,0
26992,10000000,0,0,50,0,0,0,18,1,0
26993,646,0,0,40,0,0,0,29,1,0
26994,10000000,0,0,47,0,0,0,16,1,0
26995,359,0,1,35,0,0,0,19,0,1
26996,10000000,0,1,41,0,0,0,13,1,0
26997,10000000,0,1,98,0,0,0,18,1,0
26998,5001,0,1,26,0,0,0,16,0,1
26999,10000000,0,1,103,0,0,0,17,1,0
27000,31189,0,0,14,0,0,0,13,1,0
27001,1,0,1,38,0,0,0,16,0,1
27002,3976,0,0,64,0,0,0,21,0,1
27003,60301,0,1,56,0,0,0,11,0,1
27004,690463,0,1,30,0,0,0,16,0,1
27005,167910,0,0,48,0,0,0,15,0,1
27006,10000000,0,0,35,0,0,0,12,0,1
27007,10000000,0,0,111,0,0,0,33,1,0
27008,10000000,0,0,110,0,0,0,14,1,0
27009,10000000,0,0,91,0,0,0,9,1,0
27010,10000000,0,0,113,0,0,0,11,1,0
27011,10000000,0,0,135,0,0,1,134,1,0
27012,9031,0,0,37,0,0,0,15,0,1
27013,10000000,0,1,73,0,0,0,25,1,0
27014,10000000,0,1,28,0,0,0,24,1,0
27015,10000000,0,0,52,0,0,0,12,1,0
27016,10000000,0,1,36,0,0,0,18,1,0
27017,656,0,1,19,0,0,0,11,1,0
27018,10000000,0,0,9,0,0,0,5,1,0
27019,10000000,0,0,46,0,0,0,18,1,0
27020,10000000,0,0,259,0,0,1,43,1,0
27021,10000000,0,0,23,0,0,0,15,1,0
27022,14969,0,1,26,0,0,0,14,0,1
27023,10000000,0,1,50,0,0,0,19,0,1
27024,56482,0,1,34,0,0,0,21,0,1
27025,10000000,0,0,36,0,0,0,13,1,0
27026,10000000,0,0,55,0,0,0,17,1,0
27027,122,0,1,106,0,0,0,15,0,1
27028,10000000,0,0,96,0,0,1,23,1,0
27029,157636,0,1,28,0,0,0,27,1,0
27030,10000000,0,1,136,0,0,0,19,1,0
27031,10000000,0,1,58,0,0,0,26,0,1
27032,2547,0,1,29,0,0,0,17,0,1
27033,10000000,0,1,85,0,0,0,17,1,0
27034,10000000,0,1,105,0,0,0,21,1,0
27035,10000000,0,1,92,0,0,0,12,1,0
27036,10000000,0,0,124,0,0,0,22,1,0
27037,10000000,0,0,48,0,0,0,23,1,0
27038,10000000,0,0,91,0,0,0,11,1,0
27039,10000000,0,1,106,0,0,0,13,1,0
27040,953547,0,1,32,0,0,0,11,0,1
27041,278825,0,1,25,0,0,0,16,0,1
27042,10000000,0,0,44,0,0,0,22,0,1
27043,10000000,0,0,50,0,0,0,20,1,0
27044,10000000,0,1,38,0,0,1,17,0,1
27045,14969,0,1,26,0,0,0,14,0,1
27046,10000000,0,0,95,0,0,1,39,1,0
27047,10000000,0,1,94,0,0,0,11,1,0
27048,16000,0,0,41,0,0,0,18,0,1
27049,10000000,0,1,40,0,0,0,16,0,1
27050,10000000,0,0,44,0,0,0,19,0,1
27051,182438,0,1,45,0,0,0,22,0,1
27052,1329,0,1,39,0,0,0,15,0,1
27053,1,0,1,90,0,0,0,15,1,0
27054,10000000,0,0,27,0,0,0,11,1,0
27055,10000000,0,1,337,0,0,1,236,1,0
27056,10000000,0,0,15,0,0,0,14,1,0
27057,10000000,0,0,20,0,0,0,19,1,0
27058,10000000,0,0,21,0,0,0,20,1,0
27059,10000000,0,0,319,0,0,0,111,1,0
27060,10000000,0,0,186,0,0,0,11,1,0
27061,10000000,0,0,136,0,0,0,19,1,0
27062,10000000,0,1,40,0,0,0,13,1,0
27063,10000000,0,0,18,0,0,0,8,1,0
27064,10000000,0,0,31,0,0,0,19,1,0
27065,107939,0,1,65,0,0,1,30,0,1
27066,10000000,0,0,19,0,0,1,18,1,0
27067,3832,0,0,13,0,0,0,6,1,0
27068,10000000,0,0,199,0,0,1,152,1,0
27069,10000000,0,0,93,0,0,0,13,1,0
27070,44061,0,1,33,0,0,0,13,1,0
27071,10000000,0,1,40,0,0,0,22,0,1
27072,14969,0,1,26,0,0,0,14,0,1
27073,238256,0,1,69,0,0,0,19,0,1
27074,10000000,0,1,35,0,0,1,25,0,1
27075,168,0,1,38,0,0,0,15,0,1
27076,10000000,0,0,65,0,0,0,25,1,0
27077,10000000,0,0,25,0,0,0,20,1,0
27078,10000000,0,1,90,0,0,0,12,1,0
27079,1267,0,1,33,0,0,0,22,0,1
27080,5001,0,1,41,0,0,0,16,0,1
27081,5001,0,1,29,0,0,0,16,0,1
27082,10000000,0,0,51,0,0,0,21,1,0
27083,10000000,0,0,60,0,0,0,17,1,0
27084,172766,0,0,29,0,0,0,13,0,1
27085,10000000,0,0,211,0,0,1,47,1,0
27086,10000000,0,1,72,0,0,0,26,1,0
27087,10000000,0,1,109,0,0,0,23,1,0
27088,14969,0,1,27,0,0,0,14,0,1
27089,10000000,0,0,27,0,0,0,15,0,1
27090,183,0,1,53,0,0,0,16,1,0
27091,3309,0,0,35,0,0,0,18,0,1
27092,6,0,1,56,0,0,0,16,0,1
27093,10000000,0,0,51,0,0,0,31,1,0
27094,2674,0,0,31,0,0,0,13,0,1
27095,10000000,0,1,72,0,0,0,23,1,0
27096,10000000,0,1,203,0,0,0,24,1,0
27097,10000000,0,0,45,0,0,0,14,1,0
27098,133943,0,1,43,0,0,0,24,1,0
27099,10000000,0,1,23,0,0,0,11,0,1
27100,10000000,0,1,67,0,0,0,22,1,0
27101,91355,0,1,41,0,0,0,13,0,1
27102,10000000,0,0,37,0,0,0,12,1,0
27103,10000000,0,0,53,0,0,0,29,1,0
27104,14969,0,1,27,0,0,0,14,0,1
27105,10000000,0,1,39,0,0,1,12,1,0
27106,1267,0,1,29,0,0,0,17,0,1
27107,105649,0,0,47,0,0,0,15,0,1
27108,10000000,0,0,34,0,0,0,16,1,0
27109,10000000,0,0,47,0,0,0,24,1,0
27110,10000000,0,0,115,0,0,0,12,1,0
27111,10000000,0,0,88,0,0,0,27,1,0
27112,10000000,0,1,31,0,0,0,20,0,1
27113,10000000,0,0,42,0,0,0,28,1,0
27114,10000000,0,1,36,0,0,0,15,0,1
27115,10000000,0,1,27,0,0,0,16,0,1
27116,234122,0,0,35,0,0,0,19,0,1
27117,152252,0,1,27,0,0,1,26,1,0
27118,10000000,0,0,94,0,0,0,30,1,0
27119,236871,0,1,72,0,0,0,14,1,0
27120,330,0,1,24,0,0,0,11,0,1
27121,10000000,0,0,91,0,0,1,26,1,0
27122,10000000,0,1,23,0,0,0,11,1,0
27123,10000000,0,1,75,0,0,0,14,1,0
27124,10000000,0,1,31,0,0,0,14,1,0
27125,10000000,0,1,28,0,0,0,13,0,1
27126,4158,0,0,37,0,0,0,19,0,1
27127,10000000,0,0,33,0,0,0,19,0,1
27128,10000000,0,0,44,0,0,0,10,1,0
27129,10000000,0,0,83,0,0,0,15,1,0
27130,1859,0,1,44,0,0,0,12,0,1
27131,70136,0,1,22,0,0,0,17,0,1
27132,74291,0,0,41,0,0,0,18,0,1
27133,168,0,1,29,0,0,0,15,0,1
27134,14969,0,1,26,0,0,0,14,0,1
27135,41203,0,0,49,0,0,1,28,1,0
27136,10000000,0,0,46,0,0,0,15,1,0
27137,10000000,0,0,25,0,0,1,24,1,0
27138,10000000,0,1,117,0,0,0,69,1,0
27139,1267,0,1,40,0,0,0,30,0,1
27140,10000000,0,1,37,0,0,0,18,0,1
27141,10000000,0,0,87,0,0,0,7,1,0
27142,168,0,1,72,0,0,0,22,0,1
27143,55576,0,1,32,0,0,0,19,1,0
27144,10000000,0,0,56,0,0,0,15,1,0
27145,2296,0,0,38,0,0,0,19,0,1
27146,10000000,0,1,121,0,0,0,12,1,0
27147,10000000,0,1,36,0,0,0,15,0,1
27148,29491,0,1,25,0,0,0,11,0,1
27149,646,0,0,58,0,0,0,43,1,0
27150,10000000,0,1,32,0,0,0,16,0,1
27151,10000000,0,0,224,0,0,0,15,1,0
27152,10000000,0,0,84,0,0,1,39,1,0
27153,10000000,0,1,36,0,0,0,16,1,0
27154,10000000,0,0,175,0,0,1,91,1,0
27155,10000000,0,0,254,0,0,1,83,1,0
27156,10000000,0,0,135,0,0,1,22,1,0
27157,497652,0,0,32,0,0,0,18,0,1
27158,276601,0,0,21,0,0,0,20,1,0
27159,168,0,1,31,0,0,0,15,0,1
27160,10000000,0,0,86,0,0,0,18,1,0
27161,14969,0,1,27,0,0,0,14,0,1
27162,10000000,0,0,121,0,0,0,14,1,0
27163,70181,0,0,55,0,0,0,25,1,0
27164,10000000,0,0,32,0,0,0,13,0,1
27165,10000000,0,1,33,0,0,0,17,1,0
27166,10000000,0,1,29,0,0,1,16,0,1
27167,10000000,0,0,21,0,0,0,20,1,0
27168,10000000,0,0,89,0,0,0,30,1,0
27169,14969,0,1,27,0,0,0,14,0,1
27170,10000000,0,1,55,0,0,0,21,1,0
27171,10000000,0,1,45,0,0,0,27,0,1
27172,193853,0,1,83,0,0,1,44,1,0
27173,10000000,0,1,21,0,0,0,15,0,1
27174,10000000,0,1,36,0,0,0,16,1,0
27175,10000000,0,0,79,0,0,0,18,1,0
27176,10000000,0,1,24,0,0,0,23,1,0
27177,126588,0,1,146,0,0,0,13,1,0
27178,10000000,0,0,50,0,0,0,20,1,0
27179,10000000,0,0,66,0,0,1,25,1,0
27180,18351,0,0,39,0,0,0,16,0,1
27181,14969,0,1,26,0,0,0,14,0,1
27182,10000000,0,0,44,0,0,0,19,1,0
27183,10000000,0,1,55,0,0,0,17,1,0
27184,10000000,0,1,35,0,0,0,24,0,1
27185,10000000,0,1,113,0,0,0,15,1,0
27186,168,0,1,37,0,0,0,15,0,1
27187,10000000,0,0,31,0,0,0,13,0,1
27188,10000000,0,0,50,0,0,0,16,1,0
27189,10000000,0,0,33,0,0,1,18,1,0
27190,41003,0,0,50,0,0,0,15,0,1
27191,10000000,0,0,111,0,0,0,11,1,0
27192,10000000,0,0,33,0,0,0,13,1,0
27193,59219,0,0,28,0,0,0,16,0,1
27194,10000000,0,0,23,0,0,1,22,1,0
27195,10000000,0,0,38,0,0,1,16,1,0
27196,14969,0,1,26,0,0,0,14,0,1
27197,3976,0,0,57,0,0,0,21,0,1
27198,14969,0,1,27,0,0,0,14,0,1
27199,10000000,0,1,43,0,1,0,24,1,0
27200,10000000,0,0,42,0,0,0,17,1,0
27201,10000000,0,0,58,0,0,0,37,1,0
27202,10000000,0,0,99,0,0,0,26,1,0
27203,54459,0,0,28,0,0,0,16,0,1
